City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
272,guhagar,17.4842,73.1929,295.37,88,8,2.17,IN,1680554647
273,kavarna,43.4333,28.3333,282.83,82,100,6.94,BG,1680554647
274,astana,51.1801,71.446,271.12,69,0,5.0,KZ,1680554515
275,xam nua,20.4197,104.0439,291.9,40,2,1.51,LA,1680554647
276,nome,64.5011,-165.4064,261.57,85,75,1.54,US,1680554648
277,quatre cocos,-20.2078,57.7625,298.76,79,100,3.76,MU,1680554648
278,cherskiy,68.75,161.3,253.55,82,100,4.58,RU,1680554648
279,komsomolskiy,40.4272,71.7189,287.55,67,75,4.12,UZ,1680554648
280,mastic beach,40.7668,-72.8521,286.23,68,0,7.2,US,1680554649
281,taltal,-25.4,-70.4833,294.94,81,44,1.67,CL,1680554649
282,west bay,19.3667,-81.4167,303.19,62,20,4.63,KY,1680554649
283,pangnirtung,66.1451,-65.7125,261.15,56,0,2.06,CA,1680554649
284,lagoa,39.05,-27.9833,287.65,73,98,6.02,PT,1680554649
285,vila velha,-20.3297,-40.2925,299.23,64,75,4.63,BR,1680554650
286,bandarbeyla,9.4942,50.8122,300.44,74,19,5.05,SO,1680554650
287,hovd,48.0056,91.6419,263.73,19,7,1.58,MN,1680554650
288,dicabisagan,17.0818,122.4157,296.46,87,99,2.27,PH,1680554650
289,banyo,6.75,11.8167,297.49,29,99,1.63,CM,1680554651
290,chipinge,-20.1883,32.6236,288.27,94,4,1.6,ZW,1680554651
291,san patricio,28.017,-97.5169,308.8,53,72,7.41,US,1680554651
292,guerrero negro,27.9769,-114.0611,290.94,58,70,10.43,MX,1680554651
293,iquique,-20.2208,-70.1431,300.17,79,34,3.14,CL,1680554651
294,beaupre,47.0443,-70.8953,277.96,78,100,1.54,CA,1680554652
295,bengkulu,-3.8004,102.2655,296.64,92,100,2.27,ID,1680554652
296,kurchatov,51.6601,35.6521,281.46,83,97,2.07,RU,1680554652
297,belmonte,-15.8631,-38.8828,298.61,80,66,4.58,BR,1680554638
298,tamworth,52.634,-1.6959,280.29,73,12,3.28,GB,1680554427
299,srivardhan,18.0333,73.0167,296.97,81,2,2.24,IN,1680554652
300,amapa,1.0,-52.0,298.3,82,100,0.99,BR,1680554556
301,awjilah,29.1081,21.2869,292.09,30,0,3.9,LY,1680554652
302,salalah,17.0151,54.0924,304.2,19,20,5.14,OM,1680554562
303,ponta delgada,37.7333,-25.6667,287.55,72,20,3.6,PT,1680554653
304,portoferraio,42.8115,10.3146,285.46,53,1,11.12,IT,1680554653
305,santa cruz,-17.8,-63.1667,305.18,58,40,7.72,BO,1680554653
306,sao joao do paraiso,-15.3136,-42.0144,293.73,85,100,1.87,BR,1680554653
307,gondanglegi,-7.7479,112.0132,296.05,86,100,2.29,ID,1680554653
308,hastings,50.8552,0.5729,279.77,35,10,7.0,GB,1680554654
309,billings,45.7833,-108.5007,281.09,43,75,5.66,US,1680554400
310,wanxian,30.8039,108.3897,291.32,88,100,1.27,CN,1680554654
311,bambanglipuro,-7.95,110.2833,296.61,91,100,2.38,ID,1680554654
312,humaita,-7.5061,-63.0208,299.82,89,54,0.94,BR,1680554654
313,luganville,-15.5333,167.1667,301.38,79,66,4.43,VU,1680554654
314,port said,31.2565,32.2841,291.14,88,0,4.12,EG,1680554654
315,lander,42.833,-108.7307,271.54,87,100,5.14,US,1680554654
316,bebington,53.35,-3.0167,282.3,72,0,2.57,GB,1680554655
317,jaque,7.5175,-78.1703,301.54,77,38,0.53,PA,1680554655
318,luderitz,-26.6481,15.1594,290.21,70,0,7.96,NA,1680554655
319,sayat,38.7839,63.8803,284.08,55,22,3.17,TM,1680554655
320,lashio,22.9333,97.75,288.69,55,3,1.07,MM,1680554655
321,guangyuan,32.442,105.823,281.49,87,97,3.08,CN,1680554656
322,firminy,45.3873,4.2907,277.43,81,100,4.12,FR,1680554656
323,carquefou,47.2982,-1.4902,280.19,82,0,2.06,FR,1680554656
324,comodoro rivadavia,-45.8667,-67.5,294.07,28,0,7.2,AR,1680554521
325,victoria point,-27.5833,153.3,293.12,93,75,3.37,AU,1680554656
326,sola,-13.8833,167.55,301.12,75,17,7.92,VU,1680554656
327,ocos,14.5094,-92.1933,306.25,61,40,5.59,GT,1680554656
328,nakonde,-9.3421,32.745,287.56,98,63,2.09,ZM,1680554657
329,beira,-19.8436,34.8389,296.2,100,0,1.03,MZ,1680554657
330,nsanje,-16.92,35.262,294.76,97,68,1.33,MW,1680554657
331,carnarvon,-24.8667,113.6333,297.02,74,8,6.13,AU,1680554657
332,cody,44.5263,-109.0565,274.77,48,40,4.63,US,1680554657
333,rundu,-17.9333,19.7667,293.29,59,35,0.66,NA,1680554657
334,kedrovyy,56.1667,91.8167,273.38,95,100,4.83,RU,1680554657
335,volchikha,52.0333,80.3833,270.53,69,0,1.96,RU,1680554658
336,tessalit,20.1986,1.0114,300.73,6,13,3.62,ML,1680554658
337,itoman,26.1247,127.6694,293.58,64,40,7.2,JP,1680554658
338,coquimbo,-29.9533,-71.3436,292.0,77,20,6.69,CL,1680554658
339,pangkalanbuun,-2.6833,111.6167,295.83,97,100,1.18,ID,1680554658
340,vinh long,10.25,105.9667,296.14,90,1,1.4,VN,1680554658
341,seymchan,62.8833,152.4333,248.85,100,90,1.03,RU,1680554658
342,roald,62.5833,6.1333,278.33,75,40,3.6,NO,1680554658
343,panvel,18.9833,73.1,299.19,69,4,0.9,IN,1680554659
344,scarborough,54.2797,-0.4044,277.68,85,20,3.13,GB,1680554659
345,spirit river,55.7833,-118.8361,273.39,64,67,1.97,CA,1680554591
346,burns lake,54.2331,-125.7533,274.83,57,84,1.37,CA,1680554409
347,bosaso,11.2842,49.1816,300.9,74,8,1.16,SO,1680554659
348,hamilton,39.1834,-84.5333,295.92,57,0,5.14,US,1680554659
349,bindura,-17.3019,31.3306,289.32,86,58,0.7,ZW,1680554660
350,vila franca do campo,37.7167,-25.4333,287.38,75,69,2.73,PT,1680554660
351,esperantinopolis,-4.8667,-44.7083,296.93,96,77,0.77,BR,1680554661
352,northam,51.0333,-4.2167,279.6,86,23,4.12,GB,1680554661
353,fernie,49.5,-115.0687,274.53,58,100,1.27,CA,1680554661
354,san fernando,15.0286,120.6898,300.0,84,81,2.28,PH,1680554661
355,ponezhukay,44.8876,39.3855,282.5,93,66,1.41,RU,1680554662
356,ibra,22.6906,58.5334,296.18,34,3,2.48,OM,1680554662
357,chuy,-33.6971,-53.4616,290.91,74,99,2.05,UY,1680554662
358,wajima,37.4,136.9,282.49,75,5,2.59,JP,1680554662
359,stonewall,50.1344,-97.3268,268.72,84,100,5.85,CA,1680554663
360,flobecq,50.7526,3.7315,278.61,66,0,3.97,BE,1680554663
361,sompeta,18.9333,84.6,299.41,88,35,5.34,IN,1680554663
362,agadir,30.4202,-9.5982,291.4,62,0,1.88,MA,1680554663
363,airai,-8.9266,125.4092,287.26,87,99,0.91,TL,1680554663
364,hasaki,35.7333,140.8333,278.83,57,0,4.89,JP,1680554663
365,zalantun,48.0,122.7167,271.39,26,72,6.97,CN,1680554663
366,banepa,27.6298,85.5214,286.55,82,20,1.54,NP,1680554664
367,januaria,-15.4833,-44.3667,295.13,84,99,3.55,BR,1680554664
368,westport,41.1415,-73.3579,288.52,49,0,7.2,US,1680554600
369,kloulklubed,7.0419,134.2556,297.43,78,79,4.65,PW,1680554665
370,sangar,63.9242,127.4739,260.25,93,100,2.05,RU,1680554665
371,magdagachi,53.45,125.8,264.2,84,68,4.12,RU,1680554665
372,adwa,14.1646,38.8955,291.2,45,52,1.72,ET,1680554665
373,chernyshevsk,52.5243,117.0174,264.44,59,8,4.28,RU,1680554665
374,trat,12.5,102.5,297.48,81,21,0.15,TH,1680554665
375,calbuco,-41.768,-73.1273,291.71,62,3,1.47,CL,1680554665
376,nchelenge,-9.3451,28.734,294.13,89,100,2.48,ZM,1680554665
377,storslett,69.7678,21.0247,275.15,93,100,1.54,NO,1680554666
378,trairi,-3.2778,-39.2689,298.38,83,38,1.92,BR,1680554430
379,blackwater,-23.5833,148.8833,294.2,81,8,2.57,AU,1680554666
380,esmeraldas,-19.7625,-44.3139,299.63,84,100,1.27,BR,1680554666
381,archena,38.1163,-1.3004,287.38,68,100,2.19,ES,1680554666
382,piraquara,-25.4417,-49.0633,298.17,47,0,2.06,BR,1680554666
383,sorland,67.667,12.6934,276.07,73,78,7.21,NO,1680554667
384,poum,-20.2333,164.0167,300.17,80,66,4.59,NC,1680554667
385,el tigre,8.8875,-64.2454,305.32,37,82,6.05,VE,1680554667
386,tacoronte,28.4769,-16.4102,290.01,76,40,13.38,ES,1680554667
387,ende,-8.8432,121.6623,297.76,89,86,0.79,ID,1680554667
388,porto walter,-8.2686,-72.7439,298.96,94,60,0.88,BR,1680554667
389,ojhar,20.1,73.9333,295.99,50,1,2.03,IN,1680554668
390,rio gallegos,-51.6226,-69.2181,295.18,21,75,13.89,AR,1680554491
391,crossville,35.949,-85.0269,286.51,71,100,3.09,US,1680554564
392,mikhaylovka,50.06,43.2379,284.1,80,92,2.99,RU,1680554668
393,monrovia,6.3005,-10.7969,299.02,81,25,2.66,LR,1680554668
394,iqaluit,63.7506,-68.5145,259.0,71,40,6.17,CA,1680554668
395,cockburn town,21.4612,-71.1419,298.52,80,0,7.42,TC,1680554669
396,tottori,35.5,134.2333,280.67,47,22,2.31,JP,1680554669
397,edd,13.9297,41.6925,299.33,75,4,1.92,ER,1680554669
398,luis correia,-2.8792,-41.6669,298.29,88,94,2.69,BR,1680554669
399,avera,33.194,-82.5271,293.88,70,96,3.34,US,1680554669
400,ostrovnoy,68.0531,39.5131,265.18,85,18,8.55,RU,1680554669
401,sinnamary,5.3833,-52.95,299.6,71,67,3.69,GF,1680554670
402,witu,-2.3889,40.4382,301.24,82,25,3.07,KE,1680554670
403,tekeli,44.83,78.8239,277.42,38,0,4.76,KZ,1680554670
404,praia da vitoria,38.7333,-27.0667,289.29,77,20,3.5,PT,1680554670
405,charters towers,-20.1,146.2667,294.97,94,21,1.69,AU,1680554671
406,ribeira grande,38.5167,-28.7,288.37,72,40,5.66,PT,1680554671
407,ambilobe,-13.2,49.05,296.03,96,54,1.38,MG,1680554671
408,alofi,-19.0595,-169.9187,300.09,83,75,5.66,NU,1680554671
409,praya,14.9215,-23.5087,299.45,50,21,2.06,CV,1680554671
410,lahaina,20.8783,-156.6825,298.73,81,21,2.87,US,1680554415
411,klungkung,-8.5333,115.4,298.53,92,100,1.67,ID,1680554671
412,kumluca,36.3703,30.2869,288.39,61,36,2.6,TR,1680554671
413,cap malheureux,-19.9842,57.6142,298.97,74,97,5.72,MU,1680554672
414,kailua,21.4022,-157.7394,300.14,73,75,3.6,US,1680554672
415,san jeronimo,-11.9472,-75.2829,289.01,62,98,2.56,PE,1680554672
416,abu kamal,34.4506,40.9171,292.46,45,5,3.56,SY,1680554673
417,jeremie,18.65,-74.1167,299.58,72,40,2.31,HT,1680554673
418,nanaimo,49.1663,-123.936,282.71,65,40,7.72,CA,1680554556
419,san ramon de la nueva oran,-23.1322,-64.326,299.52,65,99,2.41,AR,1680554673
420,sao joao da barra,-21.6403,-41.0511,300.2,75,100,4.68,BR,1680554673
421,sitka,57.0531,-135.33,278.09,65,20,2.06,US,1680554673
422,paris,48.8534,2.3488,282.67,63,0,4.12,FR,1680554642
423,gold coast,-28.0,153.4333,293.17,92,100,4.12,AU,1680554674
424,ewo,-0.8725,14.8206,297.82,80,86,1.2,CG,1680554674
425,fairbanks,64.8378,-147.7164,271.53,65,20,5.14,US,1680554637
426,tagusao,9.1924,117.8141,298.62,82,10,0.93,PH,1680554674
427,nichinan,31.6,131.3667,286.97,68,97,4.15,JP,1680554674
428,pafos,34.7667,32.4167,287.03,77,0,2.06,CY,1680554479
429,somerset east,-32.7217,25.588,286.13,80,75,0.65,ZA,1680554674
430,kulhudhuffushi,6.6221,73.07,301.27,66,80,2.54,MV,1680554674
431,karratha,-20.7377,116.8463,300.77,75,10,3.19,AU,1680554675
432,bacolod,10.6667,122.95,298.14,81,99,2.35,PH,1680554675
433,sawtell,-30.3833,153.1,291.16,88,100,3.6,AU,1680554675
434,asyut,27.181,31.1837,296.25,11,4,0.23,EG,1680554554
435,qingdao,36.0986,120.3719,285.93,94,75,7.0,CN,1680554675
436,ypsilanti,42.2412,-83.613,288.91,70,75,5.66,US,1680554431
437,sampang,-7.1872,113.2394,300.34,82,100,3.61,ID,1680554675
438,saint-ambroise,48.5501,-71.3324,273.45,93,100,1.54,CA,1680554675
439,onojo,33.5357,130.4786,286.01,49,100,2.06,JP,1680554676
440,olafsvik,64.8945,-23.7142,278.68,93,100,10.03,IS,1680554676
441,oksfjord,70.2396,22.3479,275.25,93,99,4.3,NO,1680554676
442,bardiyah,31.7561,25.0865,289.59,81,1,5.05,LY,1680554676
443,mogadishu,2.0371,45.3438,301.19,75,60,5.98,SO,1680554634
444,warri,5.5167,5.75,298.08,91,100,1.82,NG,1680554676
445,obo,5.3998,26.4869,297.22,35,3,2.24,CF,1680554676
446,kinkala,-4.3614,14.7644,295.15,95,91,0.44,CG,1680554676
447,songjianghe,42.1859,127.479,279.57,65,100,0.75,CN,1680554676
448,namibe,-15.1961,12.1522,298.21,67,95,2.59,AO,1680554676
449,suntar,62.1444,117.6319,267.49,95,100,3.19,RU,1680554677
450,skvyra,49.7318,29.6657,274.74,97,100,4.53,UA,1680554677
451,epinal,48.1833,6.45,276.57,66,3,4.84,FR,1680554677
452,dubai,25.2582,55.3047,295.29,60,0,3.09,AE,1680554677
453,wajir,1.7471,40.0573,302.83,56,100,4.36,KE,1680554677
454,gonen,40.1049,27.654,286.49,38,91,1.51,TR,1680554677
455,moindou,-21.6924,165.677,299.85,78,11,1.62,NC,1680554677
456,verkhnevilyuysk,63.4453,120.3167,262.93,97,100,1.66,RU,1680554677
457,carnot,4.9409,15.8665,297.94,56,73,1.15,CF,1680554678
458,talara,-4.5772,-81.2719,302.57,79,75,5.14,PE,1680554678
459,zarechnyy,53.2036,45.1923,285.55,1,100,2.0,RU,1680554678
460,auki,-8.7676,160.7034,300.42,79,95,1.54,SB,1680554678
461,marapanim,-0.7175,-47.6997,295.81,98,100,1.43,BR,1680554678
462,la ronge,55.1001,-105.2842,265.29,38,40,4.63,CA,1680554678
463,batsfjord,70.6345,29.7185,273.11,74,75,9.26,NO,1680554678
464,riyadh,24.6877,46.7219,290.23,18,1,2.53,SA,1680554401
465,betare oya,5.6,14.0833,300.36,42,100,1.1,CM,1680554678
466,aykhal,66.0,111.5,258.44,95,100,6.06,RU,1680554678
467,mersing,2.4312,103.8405,297.1,94,20,1.54,MY,1680554679
468,mujiayingzi,42.1167,118.7833,274.44,80,100,3.13,CN,1680554679
469,inhambane,-23.865,35.3833,295.73,82,0,3.48,MZ,1680554679
470,changji,44.0167,87.3167,271.59,43,0,1.0,CN,1680554679
471,lebu,-37.6167,-73.65,287.83,63,0,7.85,CL,1680554680
472,kuusamo,65.9667,29.1833,262.17,73,0,0.51,FI,1680554680
473,chickasha,35.0526,-97.9364,304.79,20,0,6.17,US,1680554680
474,nizhneudinsk,54.9076,99.0276,272.21,53,100,4.8,RU,1680554681
475,maragogi,-9.0122,-35.2225,299.27,75,84,3.81,BR,1680554681
476,daru,-9.0763,143.2092,297.9,90,100,1.45,PG,1680554681
477,mahajanga,-15.7167,46.3167,300.16,89,20,2.06,MG,1680554681
478,waipawa,-41.4122,175.5153,284.46,74,0,1.6,NZ,1680554681
479,sibu,2.3,111.8167,296.32,100,40,0.51,MY,1680554681
480,surt,31.2089,16.5887,290.37,56,1,7.88,LY,1680554681
481,sindgi,16.9167,76.2333,300.73,31,6,5.43,IN,1680554681
482,palencia,42.4167,-4.5,282.48,70,99,3.37,ES,1680554682
483,kota kinabalu,5.9749,116.0724,298.14,88,20,1.54,MY,1680554682
484,belebey,54.1167,54.1167,277.4,76,36,3.06,RU,1680554682
485,tougan,13.0667,-3.0667,305.83,8,16,3.23,BF,1680554682
486,agboville,5.928,-4.2132,297.76,95,87,0.67,CI,1680554682
487,trinidad,-14.8333,-64.9,306.14,55,40,3.09,BO,1680554682
488,mnogovershinnyy,53.9353,139.9242,271.63,97,100,2.46,RU,1680554682
489,moncao,42.0789,-8.4808,287.67,80,100,1.17,PT,1680554682
490,kropotkin,45.4375,40.5756,281.57,91,61,1.99,RU,1680554682
491,port shepstone,-30.7414,30.455,293.28,79,97,7.75,ZA,1680554682
492,almaznyy,48.0448,40.045,281.8,87,99,5.15,RU,1680554682
493,yenotayevka,47.2456,47.0281,282.5,73,100,4.71,RU,1680554683
494,atasu,48.6814,71.6433,274.44,46,0,6.37,KZ,1680554683
495,teya,60.3778,92.6267,263.46,96,53,1.73,RU,1680554683
496,tripoli,32.8752,13.1875,289.48,60,6,5.76,LY,1680554683
497,reyes,-14.3167,-67.3833,305.24,70,75,2.06,BO,1680554683
498,bundaberg,-24.85,152.35,292.71,95,56,1.34,AU,1680554683
499,tarauaca,-8.1614,-70.7656,298.96,95,94,1.43,BR,1680554683
500,garden city,42.3256,-83.331,289.12,67,100,5.66,US,1680554683
501,longonjo,-12.9067,15.2533,289.96,92,45,1.3,AO,1680554683
502,panalingaan,8.7842,117.4231,298.45,84,12,0.86,PH,1680554684
503,miri,4.4148,114.0089,297.23,94,40,3.09,MY,1680554684
504,padilla,3.2204,-76.3139,303.91,58,81,0.57,CO,1680554684
505,xining,36.6167,101.7667,273.5,83,87,0.21,CN,1680554684
506,birjand,32.8663,59.2211,279.41,31,0,0.0,IR,1680554685
507,salinopolis,-0.6136,-47.3561,296.5,95,100,2.16,BR,1680554477
508,quixada,-4.9714,-39.0153,297.23,90,100,1.7,BR,1680554436
509,santa isabel do rio negro,-0.4139,-65.0192,302.91,65,93,2.14,BR,1680554685
510,bijie,27.3125,105.2942,284.66,90,36,2.5,CN,1680554685
511,cabra,37.4725,-4.4421,287.12,23,91,1.57,ES,1680554685
512,strezhevoy,60.7333,77.5889,268.98,85,100,4.01,RU,1680554685
513,ayan,56.45,138.1667,266.99,95,100,4.92,RU,1680554685
514,kruisfontein,-34.0033,24.7314,289.75,85,100,5.89,ZA,1680554685
515,japura,-0.3167,102.35,296.19,99,100,1.24,ID,1680554686
516,dolores,-36.3132,-57.6792,291.34,81,88,1.79,AR,1680554686
517,atambua,-9.1061,124.8925,295.25,88,100,1.8,ID,1680554687
518,uporovo,56.3109,66.2693,275.1,78,5,2.84,RU,1680554687
519,san cristobal,7.7669,-72.225,300.25,42,50,2.44,VE,1680554687
520,warragul,-38.1667,145.9333,288.73,78,35,0.9,AU,1680554687
521,broome,42.2506,-75.833,290.75,39,76,5.81,US,1680554687
522,abancay,-13.6339,-72.8814,294.38,57,85,2.85,PE,1680554687
523,inta,66.0317,60.1659,254.35,92,5,2.07,RU,1680554687
524,muli,2.9167,73.5667,301.0,70,14,2.38,MV,1680554687
525,haimen,23.1935,116.6142,291.09,94,100,3.88,CN,1680554687
526,nuuk,64.1835,-51.7216,272.49,69,98,7.72,GL,1680554687
527,san vicente,-26.6167,-54.1333,298.28,47,6,0.19,AR,1680554496
528,kieta,-6.2167,155.6333,300.2,82,73,0.94,PG,1680554687
529,morondava,-20.2833,44.2833,299.58,82,0,2.06,MG,1680554687
530,ahuimanu,21.4447,-157.8378,299.99,71,75,5.14,US,1680554688
531,slave lake,55.2834,-114.769,273.14,64,75,2.57,CA,1680554688
532,dubbo,-32.25,148.6167,288.22,82,75,3.6,AU,1680554688
533,phan thiet,10.9333,108.1,297.54,90,8,1.22,VN,1680554688
534,erzin,36.9559,36.2,288.51,64,42,2.94,TR,1680554688
535,jiangyou,31.7667,104.7167,286.26,81,100,0.74,CN,1680554688
536,guiyang,26.5833,106.7167,291.42,77,0,3.0,CN,1680554689
537,ilinskiy,55.619,38.1182,281.36,100,75,2.0,RU,1680554689
538,tupik,54.4253,119.9327,261.78,73,67,4.55,RU,1680554689
539,takoradi,4.8845,-1.7554,300.57,81,97,3.7,GH,1680554689
540,manado,1.487,124.8455,297.58,100,40,1.03,ID,1680554689
541,te anau,-45.4167,167.7167,284.36,82,19,0.05,NZ,1680554689
542,kaohsiung,22.6163,120.3133,297.12,74,40,1.03,TW,1680554689
543,lodja,-3.4833,23.4333,292.16,97,100,0.44,CD,1680554689
544,inuvik,68.3499,-133.7218,260.63,61,20,2.57,CA,1680554689
545,mecca,21.4267,39.8261,297.36,40,91,1.57,SA,1680554601
546,shelburne,44.0787,-80.2041,283.4,54,78,5.03,CA,1680554690
